"country","SFTGcode","COW","risk_in_2022","risk_in_2022_23","anymk.ongoing","anymk.ever","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","countryage.ln","popsize.ln.combined","imr.sqrt","gdppcgrowth.combined","ios.iccpr1","includesnonstate","minorityrule","elf.ethnic","battledeaths.ln","candidaterestriction","partyban","judicialreform","religiousfreedom","pol_killing_approved","freemove_men4","freemove_women4","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","ses_power_dist","tradeshare.ln.combined","coup.try.5yr"
"Mexico","MEX",70,0.007176,0.011,0,0,0,0,0,0,0,5.30330490805908,18.6769073658395,3.43511280746353,0.032857213379713,1,1,0,0.54,0,1,4,1,4,0,1,1,0.825,0,0,0,1,0.746,-1.91894854968391,0
"Peru","PER",135,0.007161,0.01072,0,1,0,0,0,0,0,4.96284463025991,17.3202770001143,3.16227766016838,0.10334052715218,1,1,0,0.66,0,1,4,1,4,0,1,0,0.922,0,0,0,1,2.251,-2.35483986345018,0
"Russia","RUS",365,0.006746,0.01041,0,1,0,0,1,0,0,3.43398720448515,18.7731399160873,2.0976176963403,0.0330434689297302,1,1,0,0.25,0,1,4,0,3,0,1,1,0.608,0,0,0,0,-0.736,-2.42403714736468,0
"United Arab Emirates","UAE",696,0.006742,0.01117,0,0,0,0,0,1,0,3.93182563272433,16.1319710105528,2.36643191323985,0.00714831232586172,0,1,1,0.63,0,1,0,1,3,0,0,0,0.305,0,0,0,1,-0.919,-1.17047935467672,0
"Comoros","COM",581,0.006693,0.009264,0,0,1,0,0,0,0,3.85014760171006,13.9363042945346,6.87022561492707,0.0126707552208019,0,1,0,0,0,0,4,1,2,0,0,0,0.65,0,0,0,0,1.013,-2.89410269469097,0
"Azerbaijan","AZE",373,0.006619,0.008395,0,1,0,0,1,0,0,3.43398720448515,16.1469069693461,4.15932686861708,0.0394738075456262,1,1,1,0.2,3.71357206670431,1,4,1,2,0,1,0,0.334,0,0,0,1,-1.753,-1.99949624377659,0
"Haiti","HAI",41,0.006537,0.01147,0,1,0,0,0,0,0,5.38449506278909,16.2729405177872,6.83373982530796,-0.0214985664399219,0,1,1,0.1,0,1,4,1,4,0,1,1,0.801,0,0,0,1,-0.88,-2.8012993314583,0
"Papua New Guinea","PNG",910,0.006472,0.009537,0,1,0,1,0,0,0,3.85014760171006,16.0429829717333,5.93295878967653,0.00568364255531114,0,1,0,0.27,0,1,4,1,4,0,1,0,0.849,0,0,0,0,0.176,-0.766920174515246,0
"Democratic Republic of Vietnam","VIE",816,0.006291,0.007313,0,1,0,1,0,0,0,3.8286413964891,18.3946760601258,4.08656334834051,0.014657936231472,0,1,1,0.24,0,1,0,1,1,0,1,0,0.367,0,0,0,1,1.27,-0.888885747791597,0
"Guatemala","GUA",90,0.006195,0.009646,0,1,0,0,0,0,0,5.20948615284142,16.6596629230071,4.48330235429198,0.0553599155455343,1,1,1,0.51,0,1,4,1,4,0,1,1,0.745,1,0,0,1,-0.265,-2.48213697947893,0
"Equatorial Guinea","EQG",411,0.006193,0.007735,0,1,1,0,0,0,0,3.98898404656427,14.3367988593383,7.63544366752843,-0.0144698805165777,1,1,1,0.35,0,1,2,1,3,0,0,0,0.258,0,1,0,1,-1.105,-1.68208595752394,0
"Timor-Leste","ETM",860,0.00608,0.009131,0,0,0,1,0,0,0,2.99573227355399,14.2724563882027,6.04152298679729,0.0295837731794928,0,1,0,0.9,0,1,4,2,4,0,0,0,0.881,0,1,0,0,0.655,-1.16536733650703,0
"Argentina","ARG",160,0.006075,0.007778,0,1,0,0,0,0,0,5.32787616878958,17.6353774196174,2.75680975041804,0.0779095536838114,1,1,0,0.26,0,1,4,1,4,0,1,0,0.952,0,0,0,0,1.88,-2.91476600259564,0
"Togo","TOG",461,0.006003,0.008161,0,0,1,0,0,0,0,4.12713438504509,15.9721507673679,6.66333249958307,0.0366763176245993,1,1,0,0.71,0,0,4,1,4,0,1,1,0.36,0,0,0,0,-0.892,-2.31501011607248,0
"Senegal","SEN",433,0.005967,0.008297,0,0,1,0,0,0,0,4.12713438504509,16.6646365044561,5.37587202228625,0.0433016107780042,1,1,0,0.69,0,1,4,1,4,0,1,1,0.909,0,0,0,0,1.162,-2.21032220374938,0
"Ukraine","UKR",369,0.005848,0.006291,0,0,0,0,1,0,0,3.43398720448515,17.5911173816321,2.62678510731274,0.0213423571498011,1,1,0,0.47,5.34233425196481,0,3,0,3,0,1,1,0.81,0,0,0,0,-0.404,-1.91550711289724,0
"Tajikistan","TAJ",702,0.005829,0.006975,0,0,0,0,0,0,1,3.43398720448515,16.1081144532839,5.32916503778969,0.069144213228942,1,1,1,0.51,0,0,3,1,0,0,1,0,0.139,0,0,0,1,-1.948,-2.34996586080204,0
"Sri Lanka","SRI",780,0.005776,0.01037,0,1,0,0,0,0,1,3.91202300542815,16.9148198725867,2.42899156029822,0.0234491321737249,1,1,0,0.42,0,1,4,1,3,0,1,1,0.642,0,0,0,1,0.421,-2.63567018842763,0
"Bahrain","BAH",692,0.005611,0.0106,0,0,0,0,0,1,0,3.93182563272433,14.4984089193396,2.40831891575846,0.0116615731257311,0,1,1,0.5,0,0,3,0,1,0,0,0,0.295,1,0,0,1,-2.026,-1.33461583104999,0
"Mauritania","MAA",435,0.005477,0.007308,0,0,1,0,0,0,0,4.12713438504509,15.4201496517092,7,0.0122747131634702,0,1,1,0.62,0,1,3,1,0,0,1,0,0.707,1,0,0,1,-1.649,-1.80810455842284,0
"Turkmenistan","TKM",701,0.005432,0.005253,0,0,0,0,0,0,1,3.43398720448515,15.656919822414,6.00832755431992,0.065,1,1,1,0.39,0,1,0,1,1,0,0,0,0.147,0,1,0,1,-1.477,-2.85902885115459,0
"Gabon","GAB",481,0.00534,0.009149,0,0,1,0,0,0,0,4.12713438504509,14.7337273690899,5.54075807087803,0.00572781167580591,0,1,1,0.77,0,1,4,1,3,0,1,1,0.825,0,0,0,1,0.58,-2.04218792702929,1
"Venezuela","VEN",101,0.005195,0.00614,0,0,0,0,0,0,0,5.25749537202778,17.1712183494488,4.59347363114234,-0.14,1,1,1,0.5,0,1,3,1,3,0,1,1,0.241,0,0,0,1,1.348,-2.11228937395783,0
"El Salvador","SAL",92,0.00518,0.006548,0,1,0,0,0,0,0,5.19849703126583,15.7179116765653,3.33166624979154,0.0823360882287021,1,1,0,0.2,0,1,4,0,4,0,0,0,0.506,0,1,0,0,0.726,-1.89239794201774,0
"Kyrgyzstan","KYR",703,0.005078,0.006563,0,0,0,0,0,0,1,3.43398720448515,15.7435338441812,3.96232255123179,0.0230781066699809,1,1,0,0.68,0,1,4,0,3,0,1,0,0.676,0,0,0,1,0.271,-1.61566731084306,0
"Malaysia","MAL",820,0.004914,0.008064,0,0,0,1,0,0,0,4.17438726989564,17.3027724877748,2.72029410174709,0.0191385138973994,0,1,1,0.59,0,1,4,1,2,0,1,1,0.585,0,0,0,1,0.293,-1.4087751442199,0
"Saudi Arabia","SAU",670,0.004881,0.007324,0,0,0,0,0,1,0,4.49980967033027,17.3775522736017,2.44948974278318,0.0200313911730414,0,1,1,0.18,0,1,0,1,0,0,0,0,0.188,1,1,0,1,-1.72,-2.2851973213656,0
"Benin","BEN",434,0.004794,0.006285,0,0,1,0,0,0,0,4.12713438504509,16.347220928504,7.51664818918645,0.0477149374328185,1,1,0,0.79,0,1,4,1,4,0,1,1,0.694,0,1,0,0,0.974,-2.59061695409135,0
"Ghana","GHA",452,0.004703,0.00653,0,0,1,0,0,0,0,4.17438726989564,17.2706500527238,5.74456264653803,0.0374665303074244,1,1,0,0.67,0,1,4,2,4,0,1,1,0.814,0,1,0,0,1.299,-2.29809628613314,0
"Canada","CAN",20,0.004667,0.005871,0,0,0,0,0,0,0,5.04342511691925,17.4560227111892,2.0976176963403,0.0309262640438272,1,1,0,0.71,0,1,4,1,4,0,1,1,0.959,0,0,0,0,1.967,-2.2464822234908,0
"Ecuador","ECU",130,0.004601,0.006014,0,0,0,0,0,0,0,5.25749537202778,16.7035407787824,3.33166624979154,0.0282260207334201,1,1,0,0.66,0,1,4,1,4,0,1,1,0.963,0,0,0,1,0.703,-2.43996544942324,0
"Jordan","JOR",663,0.004273,0.009313,0,1,0,0,0,1,0,4.33073334028633,16.1587453417689,3.59165699921359,0.0115331183334561,0,1,0,0.59,0,1,4,1,2,0,1,0,0.693,0,1,0,1,0.596,-1.92107358130168,0
"Cuba","CUB",40,0.004208,0.006344,0,1,0,0,0,0,0,5.03695260241363,16.2537475831623,2.02484567313166,0.016,0,1,0,0.59,0,1,0,1,3,0,0,0,0.103,0,1,1,1,2.021,-3.75059830166361,0
"Djibouti","DJI",522,0.004147,0.004221,0,0,1,0,0,0,0,3.80666248977032,14.0314218847336,6.87022561492707,0.0288392671273457,1,1,0,0.8,0,0,3,1,3,0,1,0,0.546,0,0,0,1,-0.523,-0.818378862779368,0
"Namibia","NAM",565,0.004003,0.005133,0,0,1,0,0,0,0,3.46573590279973,14.8487806117863,5.48634668973808,0.0133534446247868,1,1,0,0.63,0,1,4,1,4,0,1,1,0.849,0,0,0,1,0.952,-1.93375581010547,0
"Bosnia and Herzegovina","BOS",346,0.003769,0.004554,0,1,0,0,1,0,0,3.40119738166216,15.0624204582242,2.21359436211787,0.0518540946401538,1,1,0,0.63,0,1,4,1,3,0,1,0,0.608,0,0,0,1,0.66,-1.69067787934244,0
"Dominican Republic","DOM",42,0.003697,0.004572,0,1,0,0,0,0,0,5.05624580534831,16.2217974855651,5.2820450584977,0.0944602323307741,1,1,0,0.43,0,1,4,1,4,0,1,1,0.955,0,1,0,0,0.666,-2.41135068020345,0
"Qatar","QAT",694,0.003634,0.005607,0,0,0,0,0,1,0,3.93182563272433,14.9629061542037,2.21359436211787,0.00587647019669665,0,1,1,0.75,0,1,1,1,1,0,0,0,0.103,1,1,0,1,-1.712,-1.82080421284048,0
"Honduras","HON",91,0.003554,0.004068,0,0,0,0,0,0,0,5.21493575760899,16.1389673567322,3.72827037646145,0.0966203585127852,1,1,0,0.19,0,1,4,1,4,0,1,1,0.886,0,0,0,1,-1.401,-1.70048741608998,0
"Kuwait","KUW",690,0.003406,0.005039,0,0,0,0,0,1,0,4.11087386417331,15.3271118698306,2.75680975041804,-0.00328015933284067,0,1,0,0.66,0,0,2,1,3,0,1,0,0.553,0,0,0,1,-0.368,-1.72493467167928,0
"Paraguay","PAR",150,0.003379,0.003716,0,0,0,0,0,0,0,5.35185813347607,15.816460144761,4.02492235949962,0.0279345248968922,1,1,1,0.17,0,1,4,1,4,0,1,1,0.815,0,0,0,1,-0.157,-2.07169737962148,0
"Bolivia","BOL",145,0.003185,0.003777,0,0,0,0,0,0,0,5.28320372873799,16.297337477571,4.54972526643093,0.0436420496686371,1,1,0,0.74,0,0,4,1,4,0,1,1,0.791,0,1,0,1,1.678,-2.2870323952351,0
"Panama","PAN",95,0.003181,0.003305,0,0,0,0,0,0,0,4.77912349311153,15.3386241496668,3.50713558335004,0.119710559347544,1,1,0,0.55,0,1,4,1,4,0,1,1,0.919,0,0,0,0,0.001,-2.03605804485289,0
"Guinea-Bissau","GNB",404,0.003162,0.003899,0,0,1,0,0,0,0,3.87120101090789,14.6238249570317,7.16937933157397,0.0246389486417491,1,1,0,0.81,0,1,4,1,4,0,1,1,0.878,0,1,0,1,-0.23,-2.62051268165679,0
"Kazakhstan","KZK",705,0.003032,0.003822,0,0,0,0,0,0,1,3.43398720448515,16.7631464849085,2.98328677803526,0.0262872143908523,1,1,1,0.62,0,1,3,1,2,0,1,1,0.497,0,1,0,1,-0.086,-2.34068627805644,0
"Lesotho","LES",570,0.002946,0.00299,0,0,1,0,0,0,0,4.02535169073515,14.6852374421245,8.36062198643139,0.00169372641256327,1,1,0,0.26,0,0,4,1,4,0,1,1,0.85,0,1,0,0,0.997,-1.42891812617094,0
"Moldova","MLD",359,0.002924,0.002931,0,0,0,0,1,0,0,3.43398720448515,14.8440433222673,3.53553390593274,0.108244840872113,1,1,0,0.55,0,1,4,1,4,0,1,1,0.89,0,0,0,0,0.778,-1.8381968715604,0
"Israel","ISR",666,0.002917,0.004895,0,0,0,0,0,1,0,4.30406509320417,16.068792718941,1.70293863659264,0.0608026513674626,0,1,0,0.34,5.59842195899838,1,4,1,4,0,1,1,0.93,0,1,0,0,0.802,-2.36555020247081,0
"Germany","GER",255,0.002903,0.003231,0,0,0,0,1,0,0,3.46573590279973,18.2288463279606,1.7606816861659,0.0171606762634026,1,1,0,0.17,0,1,4,1,4,0,1,1,0.976,0,1,0,0,1.776,-1.82860100080328,0
"South Korea","ROK",732,0.002897,0.003549,0,1,0,1,0,0,0,4.30406509320417,17.7566015125249,1.61245154965971,0.0264615904412899,1,1,0,0,0,1,4,1,4,0,1,1,0.967,0,1,0,0,1.047,-1.95436168319832,0
"Romania","RUM",360,0.002865,0.003538,0,1,0,0,1,0,0,4.97673374242057,16.7689755347261,2.36643191323985,0.0417783633116496,1,1,0,0.31,0,1,4,2,3,0,1,1,0.966,0,1,0,0,0.305,-1.85393772240981,0
"Mauritius","MAS",590,0.002838,0.002923,0,0,1,0,0,0,0,3.98898404656427,14.2224471239265,3.84707681233427,0.0266186824603472,1,1,0,0.46,0,0,4,1,4,0,1,0,0.807,0,0,0,1,-0.098,-1.87004582089206,0
"Fiji","FJI",950,0.002826,0.003543,0,0,0,1,0,0,0,3.95124371858143,13.9488959353351,4.79583152331272,-0.0403152733278487,0,1,0,0.55,0,1,4,1,4,0,1,1,0.534,0,0,0,1,1.004,-2.02163181002433,0
"Trinidad and Tobago","TRI",52,0.002821,0.003009,0,0,0,0,0,0,0,4.0943445622221,14.3090754073334,3.84707681233427,-0.0147988435133878,1,1,0,0.65,0,1,4,1,4,0,1,1,0.91,0,0,0,1,0.546,-0.428921933299507,0
"Poland","POL",290,0.002809,0.003316,0,1,0,0,1,0,0,4.64439089914137,17.4438682483097,1.92353840616713,0.0405661629610999,1,1,0,0.12,0,1,4,0,4,0,1,1,0.825,0,1,0,0,1.521,-1.52549926323773,0
"The Gambia","GAM",420,0.002774,0.003354,0,0,1,0,0,0,0,4.04305126783455,14.8127693055147,5.89067059000926,0.0396918911641345,1,1,0,0.79,0,0,4,1,4,0,1,1,0.802,0,1,0,1,0.867,-2.36339253198964,0
"Bhutan","BHU",760,0.002769,0.003248,0,0,0,0,0,0,1,4.91998092582813,13.8362195864108,4.81663783151692,-0.0624902933517939,0,1,0,0.6,0,1,3,1,2,0,1,1,0.758,0,0,0,0,1.254,-2.00426608237676,0
"Jamaica","JAM",51,0.002765,0.002677,0,0,0,0,0,0,0,4.0943445622221,14.9763103994981,3.37638860322683,0.0312320716305315,1,1,0,0.41,0,1,4,1,4,0,1,1,0.967,0,0,0,0,1.57,-2.02929705997858,0
"Guyana","GUY",110,0.002764,0.002606,0,0,0,0,0,0,0,4.02535169073515,13.8462815828914,4.87852436706019,0.157550336018489,1,1,0,0.62,0,0,4,1,4,0,1,1,0.885,0,0,0,0,0.768,-1.96386137364563,0
"Chile","CHL",155,0.002651,0.003081,0,1,0,0,0,0,0,5.31811999384422,16.7739827760285,2.40831891575846,0.0894843417844368,1,1,0,0.19,0,1,4,1,4,0,1,1,0.976,0,1,0,0,1.564,-2.19010790337814,0
"Tunisia","TUN",616,0.00264,0.003567,0,0,0,0,0,1,0,4.18965474202643,16.3058106977989,3.78153408023781,0.0208709677717503,1,1,0,0.04,0,1,4,1,3,0,1,1,0.746,0,1,0,0,1.424,-1.79331358453395,0
"Japan","JPN",740,0.00262,0.00341,0,0,0,1,0,0,0,7.21670948670946,18.6411797318267,1.34164078649987,0.00667917026938178,0,1,0,0.01,0,1,4,1,4,0,1,1,0.907,0,1,0,0,1.397,-2.98537580137254,0
"Montenegro","MNE",341,0.002615,0.00256,0,0,0,0,1,0,0,2.77258872223978,13.6679381869441,1.4142135623731,0.0957983828829619,1,1,0,0.7,0,1,4,1,3,0,0,0,0.88,0,1,0,0,1.17,-1.64290308845145,0
